Site,ID, Lat,Lon,Elev,Species,JanMean,FebMean,MarMean,AprMean,MayMean,JunMean,JulMean,AugMean,SepMean,OctMean,NovMean,DecMean,JanStd,FebStd,MarStd,AprStd,MayStd,JunStd,JulyStd,AugStd,SepStd,OctStd,NovStd,DecStd
  Shenandoah NP,SHEN1, NH4f,     38.52,    -78.43,   1079.00,      0.85,      0.96,      1.34,      1.31,      2.02,      1.99,      2.34,      2.21,      2.13,      0.70,      0.91,      0.92,      0.33,      0.49,      1.04,      0.98,      0.85,      1.32,      1.24,      1.06,      1.71,      0.64,      0.45,      0.43,
  Shenandoah NP,SHEN1,  ECf,     38.52,    -78.43,   1079.00,      0.23,      0.27,      0.24,      0.31,      0.37,      0.49,      0.35,      0.40,      0.37,      0.23,      0.27,      0.23,      0.08,      0.08,      0.13,      0.16,      0.15,      0.40,      0.17,      0.08,      0.13,      0.19,      0.07,      0.12,
  Shenandoah NP,SHEN1,  OCf,     38.52,    -78.43,   1079.00,      0.89,      0.69,      0.65,      0.82,      1.09,      2.11,      1.39,      1.41,      1.11,      0.74,      0.87,      0.64,      0.35,      0.28,      0.36,      0.48,      0.63,      1.26,      0.70,      0.64,      0.28,      0.59,      0.33,      0.31,
  Shenandoah NP,SHEN1, NO3f,     38.52,    -78.43,   1079.00,      0.98,      1.09,      1.53,      0.94,      0.93,      0.30,      0.34,      0.20,      0.24,      0.24,      0.65,      0.98,      0.67,      0.66,      1.58,      0.76,      0.66,      0.15,      0.38,      0.08,      0.16,      0.21,      0.58,      0.61,
  Shenandoah NP,SHEN1, SO4f,     38.52,    -78.43,   1079.00,      1.86,      2.17,      2.54,      2.99,      4.88,      5.94,      8.40,      8.16,      7.57,      2.09,      2.29,      2.01,      0.90,      0.99,      1.52,      2.45,      2.00,      3.95,      3.71,      3.85,      6.16,      1.83,      1.23,      1.06,
  Shamrock Mine,SHMI1, NH4f,   2351.00,      8.00,      8.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,
  Shamrock Mine,SHMI1,  ECf,   2351.00,      8.00,      8.00,      0.09,      0.06,      0.07,      0.11,      0.08,      0.25,      0.19,      0.08,      0.09,      0.16,      0.16,      0.22,      0.05,      0.03,      0.02,      0.07,      0.03,      0.26,      0.12,      0.03,      0.01,      0.06,      0.11,      0.22,
  Shamrock Mine,SHMI1,  OCf,   2351.00,      8.00,      8.00,      0.41,      0.25,      0.27,      0.57,      0.37,      1.28,      1.03,      0.47,      0.46,      0.71,      0.55,      0.54,      0.22,      0.13,      0.07,      0.47,      0.19,      1.45,      0.47,      0.25,      0.14,      0.27,      0.36,      0.40,
  Shamrock Mine,SHMI1, NO3f,   2351.00,      8.00,      8.00,      0.14,      0.11,      0.15,      0.20,      0.09,      0.23,      0.09,      0.05,      0.08,      0.08,      0.10,      0.18,      0.12,      0.09,      0.07,      0.04,      0.05,      0.17,      0.07,      0.04,      0.05,      0.05,      0.05,      0.12,
  Shamrock Mine,SHMI1, SO4f,   2351.00,      8.00,      8.00,      0.24,      0.34,      0.42,      0.73,      0.56,      1.13,      0.69,      0.69,      0.71,      0.73,      0.49,      0.19,      0.12,      0.19,      0.14,      0.32,      0.22,      0.35,      0.23,      0.25,      0.21,      0.45,      0.42,      0.08,
Shining Rock Wi,SHRO1, NH4f,     35.39,    -82.77,   1617.00,      0.42,      0.38,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,      0.21,      0.23,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,
Shining Rock Wi,SHRO1,  ECf,     35.39,    -82.77,   1617.00,      0.18,      0.12,      0.20,      0.26,      0.44,      0.36,      0.29,      0.35,      0.39,      0.25,      0.14,      0.11,      0.09,      0.08,      0.18,      0.17,      0.26,      0.28,      0.13,      0.18,      0.13,      0.18,      0.09,      0.05,
Shining Rock Wi,SHRO1,  OCf,     35.39,    -82.77,   1617.00,      0.65,      0.53,      0.76,      1.07,      1.39,      1.32,      1.55,      1.61,      1.76,      1.16,      0.72,      0.43,      0.26,      0.39,      0.70,      0.67,      0.73,      0.73,      0.59,      0.70,      0.46,      0.52,      0.50,      0.22,
Shining Rock Wi,SHRO1, NO3f,     35.39,    -82.77,   1617.00,      0.38,      0.36,      0.35,      0.32,      0.26,      0.11,      0.11,      0.14,      0.20,      0.22,      0.18,      0.20,      0.28,      0.36,      0.26,      0.19,      0.13,      0.05,      0.03,      0.08,      0.11,      0.15,      0.13,      0.15,
Shining Rock Wi,SHRO1, SO4f,     35.39,    -82.77,   1617.00,      1.23,      1.55,      2.17,      2.26,      5.62,      4.22,      6.28,      6.24,      6.77,      3.09,      1.30,      0.64,      0.53,      1.31,      1.31,      2.43,      2.61,      3.16,      2.79,      4.00,      3.00,      2.61,      1.49,      0.22,
   Sierra Ancha,SIAN1, NH4f,     34.09,   -110.94,   1600.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,
   Sierra Ancha,SIAN1,  ECf,     34.09,   -110.94,   1600.00,      0.20,      0.11,      0.14,      0.79,      0.21,      0.31,      0.40,      0.16,      0.13,      0.23,      0.30,      0.26,      0.09,      0.04,      0.09,      1.32,      0.09,      0.30,      0.56,      0.05,      0.08,      0.09,      0.14,      0.11,
   Sierra Ancha,SIAN1,  OCf,     34.09,   -110.94,   1600.00,      0.70,      0.45,      0.69,      6.54,      1.00,      1.51,      2.52,      0.93,      0.63,      0.89,      0.86,      0.73,      0.31,      0.10,      0.44,     14.81,      0.48,      1.56,      3.54,      0.14,      0.19,      0.28,      0.39,      0.26,
   Sierra Ancha,SIAN1, NO3f,     34.09,   -110.94,   1600.00,      0.13,      0.10,      0.21,      0.36,      0.26,      0.32,      0.22,      0.13,      0.13,      0.11,      0.11,      0.20,      0.13,      0.09,      0.17,      0.33,      0.13,      0.19,      0.27,      0.11,      0.10,      0.05,      0.13,      0.23,
   Sierra Ancha,SIAN1, SO4f,     34.09,   -110.94,   1600.00,      0.42,      0.32,      0.55,      0.90,      1.05,      1.31,      0.95,      1.16,      1.04,      0.95,      0.97,      0.29,      0.35,      0.20,      0.25,      0.44,      0.34,      0.42,      0.44,      0.41,      0.48,      0.44,      0.94,      0.16,
          Sikes,SIKE1, NH4f,     32.06,    -92.43,     45.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,
          Sikes,SIKE1,  ECf,     32.06,    -92.43,     45.00,      1.08,      0.48,      0.32,      0.43,      0.42,      0.51,      0.26,      0.41,      0.53,      0.63,      0.50,      0.53,      1.79,      0.25,      0.17,      0.19,      0.14,      0.24,      0.16,      0.16,      0.16,      0.25,      0.21,      0.17,
          Sikes,SIKE1,  OCf,     32.06,    -92.43,     45.00,      2.99,      1.14,      1.45,      2.33,      1.73,      3.02,      1.73,      2.22,      3.04,      3.15,      2.25,      1.95,      4.65,      0.60,      0.78,      0.92,      0.64,      1.48,      0.68,      0.67,      1.06,      1.45,      0.98,      0.59,
          Sikes,SIKE1, NO3f,     32.06,    -92.43,     45.00,      0.94,      0.42,      0.40,      0.30,      0.17,      0.14,      0.16,      0.14,      0.14,      0.19,      0.30,      0.72,      0.83,      0.23,      0.49,      0.18,      0.07,      0.09,      0.10,      0.11,      0.06,      0.08,      0.17,      0.67,
          Sikes,SIKE1, SO4f,     32.06,    -92.43,     45.00,      2.77,      4.01,      2.44,      3.37,      3.83,      6.16,      3.57,      4.48,      6.15,      4.02,      2.23,      2.01,      0.85,      2.00,      2.00,      1.95,      1.53,      4.67,      2.59,      1.70,      2.60,      2.45,      1.36,      1.36,
       Simeonof,SIME1, NH4f,     55.33,   -160.51,     57.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,
       Simeonof,SIME1,  ECf,     55.33,   -160.51,     57.00,      0.10,      0.10,      0.08,      0.09,      0.09,      0.16,      0.14,      0.23,      0.02,      0.20,      0.12,      0.04,      0.08,      0.09,      0.11,      0.09,      0.09,      0.20,      0.18,      0.24,      0.02,      0.24,      0.24,      0.04,
       Simeonof,SIME1,  OCf,     55.33,   -160.51,     57.00,      0.08,      0.06,      0.07,      0.11,      0.18,      0.27,      0.20,      0.90,      0.12,      0.29,      0.76,      0.12,      0.11,      0.05,      0.08,      0.04,      0.09,      0.29,      0.18,      1.20,      0.08,      0.39,      0.92,      0.11,
       Simeonof,SIME1, NO3f,     55.33,   -160.51,     57.00,      0.07,      0.07,      0.08,      0.09,      0.08,      0.06,      0.06,      0.08,      0.08,      0.05,      0.05,      0.07,      0.05,      0.06,      0.05,      0.04,      0.03,      0.05,      0.04,      0.04,      0.06,      0.04,      0.05,      0.05,
       Simeonof,SIME1, SO4f,     55.33,   -160.51,     57.00,      0.28,      0.51,      0.63,      0.79,      0.54,      0.46,      0.53,      0.72,      0.61,      0.34,      0.56,      0.42,      0.16,      0.24,      0.36,      0.34,      0.28,      0.27,      0.34,      0.49,      0.48,      0.24,      0.86,      0.25,
Sipsy Wildernes,SIPS1, NH4f,     34.34,    -87.34,    286.00,      1.19,      0.94,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,      0.67,      0.51,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,
Sipsy Wildernes,SIPS1,  ECf,     34.34,    -87.34,    286.00,      0.62,      0.45,      0.39,      0.54,      0.58,      0.66,      0.58,      0.58,      0.67,      0.70,      0.51,      0.46,      0.21,      0.09,      0.18,      0.24,      0.29,      0.34,      0.28,      0.37,      0.31,      0.32,      0.18,      0.15,
Sipsy Wildernes,SIPS1,  OCf,     34.34,    -87.34,    286.00,      2.06,      1.48,      1.27,      2.11,      2.38,      2.26,      2.41,      2.29,      2.46,      2.38,      2.15,      1.58,      1.03,      0.68,      0.75,      1.01,      1.47,      0.80,      0.90,      0.95,      0.72,      1.60,      0.87,      0.56,
Sipsy Wildernes,SIPS1, NO3f,     34.34,    -87.34,    286.00,      1.27,      1.16,      0.99,      0.36,      0.39,      0.22,      0.16,      0.14,      0.19,      0.45,      0.67,      1.53,      1.07,      0.95,      0.85,      0.21,      0.27,      0.12,      0.06,      0.05,      0.08,      0.25,      0.56,      1.30,
Sipsy Wildernes,SIPS1, SO4f,     34.34,    -87.34,    286.00,      2.75,      3.47,      2.61,      3.15,      6.87,      7.47,      7.18,      8.42,      8.18,      5.37,      2.67,      1.93,      1.34,      2.19,      1.21,      1.93,      3.23,      6.25,      4.75,      6.67,      7.45,      3.03,      1.27,      1.01,
Snoqualmie Pass,SNPA1, NH4f,     47.42,   -121.43,   1049.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,
Snoqualmie Pass,SNPA1,  ECf,     47.42,   -121.43,   1049.00,      0.16,      0.18,      0.12,      0.16,      0.17,      0.20,      0.30,      0.31,      0.24,      0.19,      0.30,      0.16,      0.08,      0.11,      0.08,      0.15,      0.13,      0.15,      0.14,      0.18,      0.12,      0.16,      0.41,      0.10,
Snoqualmie Pass,SNPA1,  OCf,     47.42,   -121.43,   1049.00,      1.14,      0.69,      0.35,      0.44,      0.66,      0.55,      1.23,      1.29,      0.58,      0.74,      1.37,      0.41,      2.43,      0.48,      0.22,      0.34,      0.89,      0.47,      0.37,      0.82,      0.34,      0.87,      2.33,      0.40,
Snoqualmie Pass,SNPA1, NO3f,     47.42,   -121.43,   1049.00,      0.32,      0.25,      0.21,      0.26,      0.14,      0.28,      0.32,      0.23,      0.29,      0.30,      0.37,      0.30,      0.25,      0.15,      0.14,      0.21,      0.09,      0.30,      0.23,      0.13,      0.24,      0.22,      0.66,      0.40,
Snoqualmie Pass,SNPA1, SO4f,     47.42,   -121.43,   1049.00,      0.37,      0.30,      0.34,      0.58,      0.60,      0.56,      1.00,      0.88,      0.58,      0.32,      0.25,      0.21,      0.25,      0.10,      0.22,      0.29,      0.34,      0.41,      0.24,      0.37,      0.23,      0.13,      0.17,      0.17,
South Lake Taho,SOLA1, NH4f,     38.93,   -119.97,   1900.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,
South Lake Taho,SOLA1,  ECf,     38.93,   -119.97,   1900.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,
South Lake Taho,SOLA1,  OCf,     38.93,   -119.97,   1900.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,
South Lake Taho,SOLA1, NO3f,     38.93,   -119.97,   1900.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,
South Lake Taho,SOLA1, SO4f,     38.93,   -119.97,   1900.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,
   Spokane Res.,SPOK1, NH4f,     47.90,   -117.86,    552.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,
   Spokane Res.,SPOK1,  ECf,     47.90,   -117.86,    552.00,      0.64,      0.58,      0.31,      0.26,      0.17,      0.13,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,      0.31,      0.21,      0.26,      0.13,      0.08,      0.05,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,
   Spokane Res.,SPOK1,  OCf,     47.90,   -117.86,    552.00,      2.46,      3.67,      2.02,      1.51,      1.04,      0.58,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,      1.22,      1.60,      1.83,      0.79,      0.61,      0.20,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,
   Spokane Res.,SPOK1, NO3f,     47.90,   -117.86,    552.00,      0.41,      0.35,      0.24,      0.16,      0.20,      0.08,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,      0.19,      0.10,      0.19,      0.08,      0.18,      0.02,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,
   Spokane Res.,SPOK1, SO4f,     47.90,   -117.86,    552.00,      0.49,      0.47,      0.65,      0.70,      0.84,      0.35,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,      0.25,      0.09,      0.56,      0.33,      0.40,      0.11,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,
        Starkey,STAR1, NH4f,     45.22,   -118.51,   1259.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,
        Starkey,STAR1,  ECf,     45.22,   -118.51,   1259.00,      0.31,      0.14,      0.08,      0.08,      0.11,      0.16,      0.18,      0.24,      0.14,      0.56,      0.21,      0.19,      0.24,      0.05,      0.06,      0.04,      0.10,      0.19,      0.17,      0.21,      0.14,      0.52,      0.20,      0.17,
        Starkey,STAR1,  OCf,     45.22,   -118.51,   1259.00,      1.99,      0.58,      0.34,      0.38,      0.62,      0.75,      1.15,      1.59,      0.72,      3.47,      1.30,      0.75,      1.77,      0.26,      0.20,      0.24,      0.62,      0.65,      0.40,      1.14,      0.38,      3.48,      1.29,      0.67,
        Starkey,STAR1, NO3f,     45.22,   -118.51,   1259.00,      1.38,      0.52,      0.16,      0.14,      0.08,      0.08,      0.08,      0.09,      0.15,      0.15,      0.49,      1.61,      1.45,      0.49,      0.16,      0.12,      0.03,      0.09,      0.04,      0.06,      0.13,      0.11,      0.89,      2.01,
        Starkey,STAR1, SO4f,     45.22,   -118.51,   1259.00,      0.45,      0.30,      0.34,      0.60,      0.55,      0.37,      0.39,      0.38,      0.37,      0.32,      0.25,      0.36,      0.31,      0.10,      0.15,      0.20,      0.29,      0.21,      0.17,      0.12,      0.12,      0.19,      0.19,      0.32,
     Storm Peak,STPE1, NH4f,     40.44,   -106.74,   3220.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,   -999.00,
